gene	pathway
ENSG00000173917	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000105996	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000105997	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000105991	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000188486	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000177700	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000005075	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENST00000360046	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000275379	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000275714	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000182742	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000274750	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000274290	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000275713	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000198646	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000180573	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000204103	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000203812	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000100142	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000203811	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000171720	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000274183	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000113300	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000167548	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000147669	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000270276	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000143995	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000274267	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000122877	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000120094	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000278463	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000120093	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000144580	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000102974	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000276180	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000278828	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000077092	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENST00000343060	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000197153	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000198353	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000170166	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000158406	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000180596	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000273542	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000196866	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000177606	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000276966	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000198026	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000184260	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000273983	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000278588	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000233822	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENST00000249440	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000100811	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000273802	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENST00000239174	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000106462	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENST00000332503	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENST00000306324	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000278272	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000197903	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000274618	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000055609	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENST00000330070	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000183598	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000277157	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000168002	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENST00000311626	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000270882	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000184678	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000132475	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENST00000303406	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000124151	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000185630	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000234289	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000128645	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000172819	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENST00000331462	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000246705	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000197837	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000160199	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000129474	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000278644	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000197238	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000197409	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000162521	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000203852	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000280789	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000163041	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENST00000222718	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000005339	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000141027	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000128652	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000272196	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000144231	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000277075	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000277258	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000129691	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000146047	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000157212	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000276368	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000277775	ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS
ENSG00000164815	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000172613	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000136273	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000133119	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000112118	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000158402	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000006634	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000276618	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000097046	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000113456	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000092853	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000164045	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000132383	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000282827	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000151164	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000149554	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000117748	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000152942	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000166508	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000076003	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000073111	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000115947	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000100297	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000115942	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000175054	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000104738	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000111445	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000123374	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000049541	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000091651	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000085840	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000164053	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000065328	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000135336	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000093009	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000125885	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000163918	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000094804	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000106399	ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS
ENSG00000162104	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000177807	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000155897	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000153822	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000173175	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000120457	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000214415	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000162188	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000168243	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000111664	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000206466	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000176533	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000141404	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000232569	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000078369	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000204681	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000168135	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000136928	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000157542	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000186469	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000127955	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000174021	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000065135	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000172354	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000123700	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000174233	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000114353	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000078295	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000242616	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000138031	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000121281	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000237051	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000184185	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000164742	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000129467	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000206511	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000172380	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000282972	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000162989	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000237112	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000162728	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000157551	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000232632	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000167414	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000127928	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000167083	ACTIVATION_OF_GABAB_RECEPTORS
ENSG00000072310	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000185591	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000137574	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000160285	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000132142	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000079459	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000113161	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000067064	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000120837	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000170522	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000198646	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000169710	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000001630	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000198911	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000066136	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000110921	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000142453	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000160752	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000005339	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000104549	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000167508	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000076555	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000275176	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000172893	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000278540	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000082014	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000112972	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000130589	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000119927	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000177200	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000084676	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000099194	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000186350	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000188786	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000177565	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000152904	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000149809	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000140396	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000109929	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000001167	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000186951	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000101849	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000125686	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000163344	ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_(SREBP)
ENSG00000198598	ACTIVATION_OF_MATRIX_METALLOPROTEINASES
ENSG00000102265	ACTIVATION_OF_MATRIX_METALLOPROTEINASES
ENSG00000122194	ACTIVATION_OF_MATRIX_METALLOPROTEINASES
ENSG00000143387	ACTIVATION_OF_MATRIX_METALLOPROTEINASES
ENSG00000164344	ACTIVATION_OF_MATRIX_METALLOPROTEINASES
ENSG00000136943	ACTIVATION_OF_MATRIX_METALLOPROTEINASES
ENSG00000282049	ACTIVATION_OF_MATRIX_METALLOPROTEINASES
ENSG00000100448	ACTIVATION_OF_MATRIX_METALLOPROTEINASES
ENSG00000275896	ACTIVATION_OF_MATRIX_METALLOPROTEINASES
ENSG00000008516	ACTIVATION_OF_MATRIX_METALLOPROTEINASES
ENSG00000099953	ACTIVATION_OF_MATRIX_METALLOPROTEINASES
